,10-million-years,40-watt,Are-you-lightning_F#,Are-you-thirsty-from-sweet-creep_G,Automatic_Eb,Be-set-free-lost-animals-2009_B,Blonde-on-blonde_C,Breathe_G,Butterfly-2013_D,Cherry-blossom_E,Chihuahua-rescue-live_C,ChinaDoll_E,Cold-afternoon_A,Colorblind_D,Come-on_E,Cries-after-making-love-live_C,Danny-dakota-the-wishing-well_D,Devices,Dirt,Disappear,Diy,Dont-wait-for-me-jacaranda-2008,Dont-you-fade-away,Driving-home-2015,Farther-along-love-war-the-sea-in-between-2011,Fire-by-night-over-oceans-2006,Flower-2013,Gambler,Garage,Get-me-outta-here,Happy-in-hindsight-live,Hollywood-2003,Hope-2008,I-love-leaving-live,I-see-99,Im-a-fool,Kaeleighs-song-2013,L-a-let-me-go,LetItBe_C,Lets-get-high,Live-while-im-alive,Made-my-bed,Message-in-the-sand,More-like-you,Mortal-tears-2013,Moving-on,Never-be-2003,New-york-apartment,No-confies-en-mi,Norman-2008,Not-enough-2003,Out-here,Paralysed,Pilot-me-live-on-mayne-island-the-sea-in-between-soundtrack-2013,Portales,Pretty-things,Princess-2013,Resplandor,RobotCoupe,Silent-orchids-2013,Simple-love,So-alone,Something-to-believe-in,Stadium-inn-from-sweet-creep,Stranger,The-mountain-and-the-muse-2015,TheBeginning,Three-friends-2013,Time-2008,Tired-hearts,Wet-pavement,WeveComeaLongLongWay,Winter-is-over-2012,Wtfamp-the-christmas-song,You-and-i-lost-control,
Diy,0.090105,0.31408,0.09454,0.484845,0.16333,0.211125,0.117215,0.08791,0.15961,0.092845,0.089775,0.38462,0.15282,0.13074,0.52157,0.125485,0.25071,0.08104,0.133765,0.147675,0,0.08814,0.08676,0.1409,0.09158,0.09752,0.08084,0.119495,0.28293,0.22585,0.145525,0.08759,0.085055,0.20202,0.19923,0.438215,0.122015,0.198595,0.072945,0.877275,0.19048,0.095975,0.080925,0.081685,0.098025,0.082425,0.310315,0.073785,0.18905,0.84091,0.236045,0.156195,0.13793,0.12622,0.114785,0.177725,0.08229,0.104205,0.168905,0.10256,0.09091,0.09841,0.16667,0.167745,0.09504,0.088075,0.08029,0.092185,0.1034,0.097335,0.6875,0.22765,0.083635,0.1053,0.356695
Dont-wait-for-me-jacaranda-2008,0.06917,0.35342,0.091965,0.464285,0.155325,0.21241,0.11429,0.07758,0.172155,0.10655,0.106535,0.351805,0.154655,0.138715,0.63393,0.12084,0.25223,0.06718,0.14205,0.160715,0.08814,0,0.07186,0.156405,0.060795,0.098745,0.08231,0.125435,0.3125,0.251675,0.13427,0.08211,0.080355,0.22046,0.226405,0.45982,0.13824,0.2303,0.062105,0.89107,0.19572,0.098165,0.07897,0.067025,0.10143,0.079695,0.288355,0.08317,0.18466,0.848215,0.244765,0.139525,0.115635,0.134565,0.112185,0.219555,0.072825,0.108955,0.170305,0.104595,0.06811,0.10071,0.14695,0.17663,0.12121,0.068945,0.07143,0.067605,0.090785,0.097945,0.6374,0.203135,0.073605,0.126775,0.29737
Dont-you-fade-away,0.058985,0.35994,0.09982,0.5145,0.160885,0.20265,0.110225,0.0822,0.1862,0.09514,0.099185,0.337495,0.164335,0.149745,0.61446,0.13331,0.26205,0.06147,0.13906,0.149995,0.08676,0.07186,0,0.1608,0.05698,0.105735,0.07969,0.116245,0.29604,0.23567,0.16803,0.08604,0.07638,0.225235,0.20614,0.565325,0.116795,0.196215,0.062555,0.893975,0.202495,0.09397,0.08278,0.04408,0.099205,0.08237,0.34095,0.07809,0.188115,0.85693,0.23159,0.14441,0.13686,0.12769,0.1234,0.197575,0.055665,0.11803,0.190455,0.10886,0.068695,0.10681,0.159975,0.156695,0.11223,0.0706,0.063605,0.070365,0.110875,0.121395,0.738955,0.203535,0.039155,0.121695,0.368435
Driving-home-2015,0.158685,0.334935,0.14941,0.55556,0.161245,0.21053,0.14666,0.145805,0.183565,0.1394,0.145385,0.353555,0.16477,0.1474,0.60165,0.180065,0.20628,0.155175,0.166175,0.16311,0.1409,0.156405,0.1608,0,0.167505,0.1352,0.145865,0.133975,0.28571,0.25,0.17483,0.15385,0.135295,0.18566,0.19854,0.528845,0.143265,0.203035,0.14408,0.86154,0.19048,0.161945,0.13095,0.151415,0.15268,0.141615,0.328405,0.15385,0.196915,0.85577,0.218545,0.16494,0.1565,0.158125,0.147975,0.202885,0.16136,0.14837,0.190005,0.158535,0.16558,0.17204,0.1867,0.174855,0.132265,0.16673,0.156545,0.17701,0.17068,0.147815,0.74786,0.199555,0.13955,0.145685,0.379545
Farther-along-love-war-the-sea-in-between-2011,0.06335,0.340685,0.098425,0.41966,0.15798,0.194745,0.111815,0.07959,0.159975,0.105315,0.094765,0.34428,0.142755,0.133325,0.615545,0.118425,0.266085,0.069115,0.151145,0.148845,0.09158,0.060795,0.05698,0.167505,0,0.094775,0.0841,0.134065,0.293065,0.234375,0.13433,0.082005,0.07969,0.235525,0.22059,0.454045,0.123885,0.19538,0.06318,0.87794,0.19441,0.102715,0.08511,0.057195,0.100295,0.07745,0.277975,0.081565,0.171215,0.84559,0.2392,0.148275,0.11826,0.14391,0.112345,0.203675,0.0625,0.106715,0.18656,0.101905,0.056965,0.104705,0.14742,0.17016,0.117765,0.06358,0.066165,0.069685,0.088405,0.10305,0.699755,0.20631,0.05947,0.12757,0.31781
Fire-by-night-over-oceans-2006,0.100725,0.347585,0.102885,0.475145,0.176305,0.22507,0.10955,0.10025,0.177415,0.106645,0.11186,0.321785,0.16718,0.144435,0.597745,0.131155,0.256065,0.095615,0.155765,0.16343,0.09752,0.098745,0.105735,0.1352,0.094775,0,0.101355,0.124825,0.267185,0.22605,0.154145,0.105555,0.1028,0.226605,0.21676,0.526315,0.12005,0.20441,0.103475,0.873685,0.20778,0.10942,0.09656,0.108165,0.10284,0.10213,0.32591,0.097045,0.189705,0.848685,0.22222,0.15011,0.130595,0.134735,0.12121,0.19046,0.11008,0.115305,0.190465,0.10732,0.10526,0.10568,0.15753,0.175055,0.10629,0.105955,0.090375,0.106645,0.096555,0.12167,0.72588,0.214685,0.106105,0.129455,0.35216
Flower-2013,0.080745,0.319445,0.10283,0.511575,0.157795,0.22894,0.105405,0.080615,0.159695,0.10101,0.10155,0.34973,0.153565,0.14286,0.60268,0.13239,0.24349,0.08333,0.15008,0.164585,0.08084,0.08231,0.07969,0.145865,0.0841,0.101355,0,0.126875,0.264565,0.21094,0.17695,0.085295,0.08398,0.20814,0.203055,0.410155,0.1186,0.197425,0.074755,0.889585,0.19643,0.098165,0.079295,0.08157,0.09355,0.07323,0.337095,0.071255,0.194775,0.854165,0.22338,0.16266,0.134475,0.12936,0.11705,0.21531,0.077525,0.104425,0.19525,0.10696,0.09058,0.094165,0.15321,0.16643,0.10942,0.09183,0.07982,0.08448,0.10867,0.11593,0.637155,0.220685,0.081845,0.129705,0.34288
Gambler,0.12808,0.33333,0.12111,0.507405,0.158435,0.21053,0.118335,0.11857,0.18182,0.129125,0.129485,0.33629,0.1744,0.136735,0.6,0.127315,0.25,0.12914,0.14815,0.16,0.119495,0.125435,0.116245,0.133975,0.134065,0.124825,0.126875,0,0.29677,0.182815,0.1628,0.12815,0.11576,0.17901,0.203605,0.50625,0.12591,0.218705,0.11429,0.866665,0.19762,0.12921,0.12539,0.122405,0.117895,0.111185,0.295465,0.107655,0.19325,0.808335,0.227775,0.159715,0.13793,0.13176,0.13641,0.190835,0.12377,0.13736,0.19745,0.137695,0.136725,0.139305,0.169445,0.169185,0.1048,0.14062,0.119445,0.14143,0.135,0.12591,0.75,0.18426,0.125555,0.112005,0.364585
Garage,0.27626,0.23264,0.289375,0.55556,0.29945,0.303305,0.29133,0.242675,0.28571,0.281415,0.26792,0.38462,0.302855,0.306125,0.60204,0.30398,0.31409,0.31483,0.305175,0.272655,0.28293,0.3125,0.29604,0.28571,0.293065,0.267185,0.264565,0.29677,0,0.2669,0.29398,0.34042,0.294825,0.290815,0.294575,0.48103,0.29004,0.290815,0.269195,0.864285,0.32313,0.304915,0.239905,0.282235,0.26638,0.253095,0.301565,0.2947,0.33627,0.794645,0.264455,0.2969,0.24921,0.320155,0.27149,0.288265,0.27344,0.27489,0.29545,0.293955,0.299875,0.317985,0.2804,0.26209,0.257035,0.299635,0.273585,0.299745,0.287645,0.28564,0.734125,0.302095,0.29147,0.30209,0.33333
Get-me-outta-here,0.2354,0.260415,0.234275,0.55556,0.252405,0.251645,0.23047,0.234955,0.25,0.20436,0.258385,0.38462,0.286875,0.2327,0.59949,0.25605,0.251955,0.235045,0.26273,0.2525,0.22585,0.251675,0.23567,0.25,0.234375,0.22605,0.21094,0.182815,0.2669,0,0.238985,0.25139,0.23378,0.25,0.20354,0.5,0.250945,0.25149,0.22802,0.86875,0.25837,0.23962,0.211975,0.25568,0.21114,0.20674,0.248705,0.195055,0.25568,0.83594,0.25,0.26788,0.25,0.25335,0.254735,0.25156,0.23047,0.25591,0.2571,0.271885,0.260235,0.264065,0.25651,0.25,0.20952,0.26202,0.200895,0.27567,0.254225,0.24118,0.737845,0.257815,0.22571,0.22026,0.31424
