,breathe_G,butterfly-2013_D,chameleon_Gm,cherry-blossom_E,chihuahua-rescue-live_C,ChinaDoll_E,
breathe_G,0,0.21327,0.607825,0.12821,0.10815,0.33307
butterfly-2013_D,0.21327,0,0.59708,0.21596,0.21522,0.33789
chameleon_Gm,0.607825,0.59708,0,0.66667,0.59921,0.589505
cherry-blossom_E,0.12821,0.21596,0.66667,0,0.121585,0.31731
chihuahua-rescue-live_C,0.10815,0.21522,0.59921,0.121585,0,0.340865
ChinaDoll_E,0.33307,0.33789,0.589505,0.31731,0.340865,0
