,Angel_Am,are-you-lightning_F#,are-you-thirsty-from-sweet-creep_G,automatic_Eb,be-set-free-lost-animals-2009_B,beautiful-souls-2013_Em,believe-youre-mine_F#m,blonde-on-blonde_C,Book_Bb,born-again-home-2015_Bm,breathe_G,butterfly-2013_D,chameleon_Gm,cherry-blossom_E,chihuahua-rescue-live_C,ChinaDoll_E,closer_A,cold-afternoon_A,colorblind_D,come-on_E,cries-after-making-love-live_C,danny-dakota-the-wishing-well_D,daybreak_Dm,earned-it,fire-by-night-over-oceans-2006,LetItBe_C,stranger,
Angel_Am,0,0.16284,0.625,0.306775,0.31642,0.13912,0.196665,0.210775,0.875,0.16414,0.16498,0.35495,0.783435,0.2025,0.189465,0.437215,0.27145,0.2443,0.26596,0.804895,0.250635,0.30142,0.187755,0.378685,0.17492,0.126365,0.23746
are-you-lightning_F#,0.16284,0,0.65625,0.26198,0.27218,0.148015,0.19551,0.188195,0.93611,0.16627,0.138515,0.29963,0.833335,0.15862,0.17092,0.464585,0.260315,0.21561,0.20463,0.903175,0.2054,0.29206,0.2,0.3455,0.18982,0.141125,0.191335
are-you-thirsty-from-sweet-creep_G,0.625,0.65625,0,0.62019,0.65278,0.58792,0.58532,0.625,1.0,0.65278,0.662305,0.62121,0.88889,0.625,0.66667,0.66667,0.659725,0.62231,0.61111,1.0,0.60887,0.66667,0.621525,0.6627,0.659725,0.625,0.625
automatic_Eb,0.306775,0.26198,0.62019,0,0.308925,0.30659,0.29865,0.252795,0.935095,0.27841,0.2455,0.34528,0.88889,0.29438,0.281595,0.5,0.304735,0.29791,0.277565,1.0,0.26725,0.2892,0.293885,0.376635,0.306755,0.26476,0.26867
be-set-free-lost-animals-2009_B,0.31642,0.27218,0.65278,0.308925,0,0.32,0.30823,0.313045,0.9375,0.319545,0.26657,0.34405,0.88889,0.302295,0.258935,0.45625,0.26183,0.261265,0.288665,1.0,0.273265,0.288,0.32,0.38095,0.315025,0.272585,0.28485
beautiful-souls-2013_Em,0.13912,0.148015,0.58792,0.30659,0.32,0,0.2,0.206245,0.9375,0.160295,0.166845,0.331905,0.833335,0.190365,0.18766,0.48633,0.27852,0.23835,0.24092,0.919135,0.22148,0.29735,0.172705,0.378685,0.18924,0.124185,0.22094
believe-youre-mine_F#m,0.196665,0.19551,0.58532,0.29865,0.30823,0.2,0,0.1916,0.9375,0.18836,0.21616,0.331815,0.833335,0.20916,0.219865,0.4625,0.284565,0.229495,0.226745,0.910205,0.234105,0.287615,0.199625,0.36508,0.227875,0.18068,0.205825
blonde-on-blonde_C,0.210775,0.188195,0.625,0.252795,0.313045,0.206245,0.1916,0,0.875,0.19823,0.18516,0.34975,0.833335,0.19486,0.19841,0.483505,0.271755,0.24227,0.228795,0.88492,0.238555,0.267915,0.21566,0.363945,0.22116,0.17626,0.188435
Book_Bb,0.875,0.93611,1.0,0.935095,0.9375,0.9375,0.9375,0.875,0,0.9375,0.9375,0.9375,0.930555,0.9375,0.9375,1.0,0.875,0.9375,0.9375,1.0,0.9375,1.0,0.9375,1.0,0.9375,0.9375,0.9375
born-again-home-2015_Bm,0.16414,0.16627,0.65278,0.27841,0.319545,0.160295,0.18836,0.19823,0.9375,0,0.16909,0.35744,0.833335,0.198785,0.174475,0.49716,0.27777,0.249835,0.242425,1.0,0.241425,0.30134,0.19427,0.378685,0.192585,0.15819,0.23496
breathe_G,0.16498,0.138515,0.662305,0.2455,0.26657,0.166845,0.21616,0.18516,0.9375,0.16909,0,0.312755,0.833335,0.178945,0.15233,0.48371,0.26547,0.20906,0.23688,0.895135,0.221865,0.288245,0.21775,0.37603,0.194005,0.125685,0.190055
butterfly-2013_D,0.35495,0.29963,0.62121,0.34528,0.34405,0.331905,0.331815,0.34975,0.9375,0.35744,0.312755,0,0.833335,0.302025,0.29142,0.48633,0.34799,0.293855,0.31749,0.905845,0.282125,0.34266,0.28805,0.35281,0.36253,0.312135,0.294765
chameleon_Gm,0.783435,0.833335,0.88889,0.88889,0.88889,0.833335,0.833335,0.833335,0.930555,0.833335,0.833335,0.833335,0,0.88889,0.833335,0.82639,0.833335,0.88889,0.880865,1.0,0.88889,0.833335,0.83025,0.833335,0.882715,0.833335,0.88889
cherry-blossom_E,0.2025,0.15862,0.625,0.29438,0.302295,0.190365,0.20916,0.19486,0.9375,0.198785,0.178945,0.302025,0.88889,0,0.17014,0.46314,0.25638,0.23369,0.219575,0.871795,0.23325,0.270955,0.212755,0.322865,0.204505,0.166555,0.19771
chihuahua-rescue-live_C,0.189465,0.17092,0.66667,0.281595,0.258935,0.18766,0.219865,0.19841,0.9375,0.174475,0.15233,0.29142,0.833335,0.17014,0,0.48828,0.25638,0.223875,0.23333,0.90476,0.23272,0.27455,0.21605,0.38095,0.194525,0.15372,0.19297
