,Angel_Am,are-you-lightning_F#,are-you-thirsty-from-sweet-creep_G,automatic_Eb,be-set-free-lost-animals-2009_B,beautiful-souls-2013_Em,believe-youre-mine_F#m,blonde-on-blonde_C,Book_Bb,born-again-home-2015_Bm,breathe_G,butterfly-2013_D,chameleon_Gm,cherry-blossom_E,chihuahua-rescue-live_C,ChinaDoll_E,closer_A,cold-afternoon_A,colorblind_D,come-on_E,cries-after-making-love-live_C,danny-dakota-the-wishing-well_D,daybreak_Dm,earned-it,fire-by-night-over-oceans-2006,LetItBe_C,stranger,
Angel_Am,0,0.074425,0.289735,0.14742,0.1494,0.060215,0.082855,0.095555,0.36169,0.069915,0.077405,0.16707,0.35648,0.09675,0.08837,0.202615,0.116945,0.1082,0.128365,0.38983,0.11966,0.146175,0.08295,0.183705,0.07831,0.059915,0.11055
are-you-lightning_F#,0.074425,0,0.27847,0.11752,0.117245,0.06593,0.08517,0.08534,0.405035,0.066395,0.05963,0.12665,0.4,0.06588,0.074,0.214195,0.110715,0.092185,0.08537,0.48957,0.088865,0.131015,0.08804,0.14868,0.087245,0.059645,0.07998
are-you-thirsty-from-sweet-creep_G,0.289735,0.27847,0,0.270835,0.281945,0.261005,0.26905,0.26736,0.5,0.282515,0.3159,0.261365,0.44444,0.27778,0.33333,0.33333,0.29365,0.273075,0.258335,0.57143,0.255375,0.33333,0.261575,0.30605,0.31089,0.27381,0.281565
automatic_Eb,0.14742,0.11752,0.270835,0,0.13563,0.14613,0.13599,0.1121,0.414065,0.12036,0.09955,0.142245,0.44444,0.13067,0.118695,0.25,0.14386,0.129845,0.12135,0.57143,0.114025,0.13388,0.13285,0.167715,0.147805,0.11286,0.1155
be-set-free-lost-animals-2009_B,0.1494,0.117245,0.281945,0.13563,0,0.16,0.1424,0.14811,0.412815,0.15018,0.122875,0.14698,0.44444,0.13208,0.116475,0.1975,0.118315,0.11631,0.132665,0.57143,0.120335,0.12477,0.16,0.19048,0.142145,0.11262,0.120605
beautiful-souls-2013_Em,0.060215,0.06593,0.261005,0.14613,0.16,0,0.08734,0.089305,0.42527,0.071745,0.07913,0.151215,0.383415,0.083285,0.087625,0.232205,0.129475,0.105845,0.10498,0.50212,0.09539,0.13989,0.082195,0.18256,0.09,0.056425,0.09543
believe-youre-mine_F#m,0.082855,0.08517,0.26905,0.13599,0.1424,0.08734,0,0.08374,0.432815,0.086035,0.097315,0.14829,0.35873,0.088275,0.09721,0.211385,0.13482,0.10064,0.105555,0.48163,0.10098,0.124575,0.088935,0.1644,0.1105,0.08381,0.09356
blonde-on-blonde_C,0.095555,0.08534,0.26736,0.1121,0.14811,0.089305,0.08374,0,0.37587,0.08442,0.081495,0.140725,0.362655,0.09155,0.0857,0.230255,0.12259,0.10721,0.100555,0.450395,0.10393,0.123685,0.096065,0.1524,0.10367,0.075615,0.08609
Book_Bb,0.36169,0.405035,0.5,0.414065,0.412815,0.42527,0.432815,0.37587,0,0.40909,0.41074,0.408385,0.396705,0.434095,0.4122,0.5,0.350445,0.415075,0.43073,0.42857,0.40499,0.5,0.427955,0.5,0.408535,0.41369,0.411225
born-again-home-2015_Bm,0.069915,0.066395,0.282515,0.12036,0.15018,0.071745,0.086035,0.08442,0.40909,0,0.07494,0.153925,0.38103,0.08907,0.075045,0.23136,0.12164,0.110255,0.106385,0.57143,0.103835,0.14561,0.08586,0.177775,0.09122,0.06983,0.10675
